shape_id	n_points	z_min	z_max	z_range	area_2d	perimeter	Environment	Site
82_kal	6034	-7.599329858068057	-6.533777942225919	1.0655519158421374	0.5160906521796009	3.3966681684173063	Crest	Playa Kalki
83_kal	12925	-6.801481675034863	-6.034880864310278	0.7666008107245847	1.277100500080676	6.815157164222684	Crest	Playa Kalki
83_kal	12925	-6.801481675034863	-6.034880864310278	0.7666008107245847	1.277100500080676	6.815157164222684	Terrace	Playa Kalki
84_kal	4518	-7.003537288729344	-6.134674602025514	0.8688626867038298	0.4434486901697087	4.221078386036473	Crest	Playa Kalki
85_kal	21481	-8.477066538053643	-7.073707033066361	1.4033595049872822	2.29315623566035	10.17183743999216	Crest	Playa Kalki
86_kal	810	-8.459320907089335	-6.744314887431246	1.7150060196580892	0.12540654734729825	1.6767245148721126	Crest	Playa Kalki
87_kal	1241	-8.930493795705917	-7.117222458741287	1.8132713369646307	0.10541647520693301	1.5308458157863634	Crest	Playa Kalki
88_kal	850	-7.813725182609076	-7.021277026705323	0.7924481559037533	0.043897533622461446	0.8140431142095533	Crest	Playa Kalki
89_kal	21503	-7.838424443075004	-5.643794459402072	2.1946299836729324	1.9259448960551118	11.162730432283217	Crest	Playa Kalki
89_kal	21503	-7.838424443075004	-5.643794459402072	2.1946299836729324	1.9259448960551118	11.162730432283217	Terrace	Playa Kalki
9_kal	185	-6.795481452432109	-6.536650787680742	0.2588306647513674	0.013950869998921655	0.4662395676848681	Crest	Playa Kalki
90_kal	9095	-7.79994057853875	-6.4814974191156285	1.3184431594231212	0.8396463808456931	5.122801672005256	Crest	Playa Kalki
91_kal	9748	-6.6582121542463	-5.64228281712688	1.0159293371194202	0.9107607894509546	7.076249562494262	Crest	Playa Kalki
91_kal	9748	-6.6582121542463	-5.64228281712688	1.0159293371194202	0.9107607894509546	7.076249562494262	Terrace	Playa Kalki
92_kal	322	-6.003563288735354	-5.742161135913867	0.2614021528214865	0.030742190507240873	0.6753746439719256	Terrace	Playa Kalki
93_kal	1823	-6.948565234515671	-6.588860433991614	0.3597048005240575	0.1341306725044664	1.3761715908357568	Crest	Playa Kalki
94_kal	818	-8.274179883481171	-7.639393313911185	0.6347865695699859	0.06746359111608471	1.0792895642482654	Crest	Playa Kalki
95_kal	458	-7.889370379992249	-7.615685038430839	0.2736853415614098	0.048839177049665186	0.8356509041027614	Crest	Playa Kalki
96_kal	535	-8.033187893389632	-7.706535686374559	0.3266522070150737	0.05734054355022133	0.9957647218633437	Crest	Playa Kalki
97_kal	6477	-6.9844647355323435	-6.464694997689627	0.5197697378427169	0.7268463291760999	4.554057393348228	Crest	Playa Kalki
98_kal	5051	-8.359048279912319	-7.726312470881783	0.6327358090305353	0.6730077297125244	3.356847196248177	Crest	Playa Kalki
